id_categoria,nome_categoria
768,Eletrônicos
769,Esportes
770,Esportes
771,Jogos
772,Eletrônicos
773,Eletrônicos
774,Esportes
775,Móveis
776,Esportes
777,Jogos
778,Vestuário
779,Esportes
780,Jogos
781,Eletrônicos
782,Alimentos
783,Alimentos
784,Alimentos
785,Esportes
786,Jogos
787,Alimentos
788,Vestuário
789,Eletrônicos
790,Vestuário
791,Eletrônicos
792,Esportes
793,Alimentos
794,Móveis
795,Alimentos
796,Eletrônicos
797,Alimentos
798,Eletrônicos
799,Alimentos
800,Vestuário
801,Vestuário
802,Esportes
803,Vestuário
804,Vestuário
805,Esportes
806,Alimentos
807,Eletrônicos
808,Vestuário
809,Móveis
810,Esportes
811,Alimentos
812,Eletrônicos
813,Eletrônicos
814,Móveis
815,Jogos
816,Jogos
817,Eletrônicos
818,Esportes
819,Esportes
820,Móveis
821,Móveis
822,Vestuário
823,Esportes
824,Alimentos
825,Esportes
826,Esportes
827,Vestuário
828,Alimentos
829,Móveis
830,Alimentos
831,Alimentos
832,Esportes
833,Vestuário
834,Esportes
835,Móveis
836,Jogos
837,Jogos
838,Esportes
839,Alimentos
840,Eletrônicos
841,Móveis
842,Eletrônicos
843,Alimentos
844,Eletrônicos
845,Eletrônicos
846,Esportes
847,Vestuário
848,Esportes
849,Vestuário
850,Vestuário
851,Alimentos
852,Eletrônicos
853,Vestuário
854,Vestuário
855,Jogos
856,Esportes
857,Esportes
858,Esportes
859,Vestuário
860,Vestuário
861,Móveis
862,Esportes
863,Jogos
864,Alimentos
865,Esportes
866,Móveis
867,Eletrônicos
868,Alimentos
869,Móveis
870,Esportes
871,Esportes
872,Móveis
873,Móveis
874,Vestuário
875,Jogos
876,Alimentos
877,Móveis
878,Esportes
879,Esportes
880,Esportes
881,Jogos
882,Jogos
883,Móveis
884,Vestuário
885,Jogos
886,Alimentos
887,Esportes
888,Eletrônicos
889,Vestuário
890,Esportes
891,Jogos
892,Eletrônicos
893,Alimentos
894,Vestuário
895,Jogos
896,Jogos
897,Jogos
898,Eletrônicos
899,Eletrônicos
900,Alimentos
901,Alimentos
902,Vestuário
903,Móveis
904,Esportes
905,Esportes
906,Esportes
907,Móveis
908,Móveis
909,Móveis
910,Esportes
911,Vestuário
912,Esportes
913,Alimentos
914,Esportes
915,Móveis
916,Esportes
917,Móveis
918,Alimentos
919,Esportes
920,Esportes
921,Vestuário
922,Jogos
923,Alimentos
924,Vestuário
925,Eletrônicos
926,Esportes
927,Alimentos
928,Móveis
929,Eletrônicos
930,Esportes
931,Móveis
932,Esportes
933,Alimentos
934,Eletrônicos
935,Alimentos
936,Jogos
937,Móveis
938,Móveis
939,Vestuário
940,Esportes
941,Jogos
942,Esportes
943,Jogos
944,Alimentos
945,Alimentos
946,Eletrônicos
947,Eletrônicos
948,Eletrônicos
949,Móveis
950,Vestuário
951,Vestuário
952,Móveis
953,Alimentos
954,Eletrônicos
955,Esportes
956,Vestuário
957,Esportes
958,Móveis
959,Jogos
960,Eletrônicos
961,Esportes
962,Jogos
963,Móveis
964,Alimentos
965,Jogos
966,Móveis
967,Jogos
968,Esportes
969,Móveis
970,Alimentos
971,Móveis
972,Jogos
973,Móveis
974,Móveis
975,Eletrônicos
976,Esportes
977,Móveis
978,Jogos
979,Alimentos
980,Eletrônicos
981,Jogos
982,Alimentos
983,Jogos
984,Vestuário
985,Móveis
986,Jogos
987,Vestuário
988,Vestuário
989,Alimentos
990,Alimentos
991,Vestuário
992,Vestuário
993,Alimentos
994,Móveis
995,Vestuário
996,Móveis
997,Jogos
998,Jogos
999,Vestuário
1000,Alimentos
1001,Alimentos
1002,Vestuário
1003,Alimentos
1004,Esportes
1005,Móveis
1006,Eletrônicos
1007,Jogos
1008,Eletrônicos
1009,Jogos
1010,Jogos
1011,Eletrônicos
1012,Esportes
1013,Móveis
1014,Jogos
1015,Vestuário
1016,Eletrônicos
1017,Esportes
1018,Alimentos
1019,Alimentos
1020,Jogos
1021,Esportes
1022,Jogos
1023,Vestuário
1024,Alimentos
1025,Eletrônicos
1026,Vestuário
1027,Jogos
1028,Alimentos
1029,Esportes
1030,Alimentos
1031,Eletrônicos
1032,Vestuário
1033,Alimentos
1034,Esportes
1035,Alimentos
1036,Eletrônicos
1037,Móveis
1038,Móveis
1039,Alimentos
1040,Alimentos
1041,Alimentos
1042,Vestuário
1043,Móveis
1044,Alimentos
1045,Eletrônicos
1046,Alimentos
1047,Eletrônicos
1048,Móveis
1049,Móveis
1050,Eletrônicos
1051,Móveis
1052,Alimentos
1053,Vestuário
1054,Alimentos
1055,Jogos
1056,Alimentos
1057,Vestuário
1058,Eletrônicos
1059,Alimentos
1060,Jogos
1061,Jogos
1062,Jogos
1063,Alimentos
1064,Alimentos
1065,Alimentos
1066,Jogos
1067,Móveis
1068,Móveis
1069,Alimentos
1070,Móveis
1071,Móveis
1072,Móveis
1073,Móveis
1074,Jogos
1075,Jogos
1076,Eletrônicos
1077,Vestuário
1078,Eletrônicos
1079,Esportes
1080,Eletrônicos
1081,Móveis
1082,Esportes
1083,Jogos
1084,Eletrônicos
1085,Alimentos
1086,Eletrônicos
1087,Jogos
1088,Jogos
1089,Alimentos
1090,Alimentos
1091,Esportes
1092,Vestuário
1093,Jogos
1094,Esportes
1095,Eletrônicos
1096,Jogos
1097,Esportes
1098,Vestuário
1099,Eletrônicos
1100,Alimentos
1101,Jogos
1102,Móveis
1103,Eletrônicos
1104,Vestuário
1105,Vestuário
1106,Móveis
1107,Esportes
1108,Móveis
1109,Jogos
1110,Jogos
1111,Vestuário
1112,Jogos
1113,Eletrônicos
1114,Alimentos
1115,Alimentos
1116,Jogos
1117,Vestuário
1118,Jogos
1119,Móveis
1120,Móveis
1121,Alimentos
1122,Jogos
1123,Eletrônicos
1124,Vestuário
1125,Esportes
1126,Jogos
1127,Móveis
1128,Alimentos
1129,Esportes
1130,Vestuário
1131,Móveis
1132,Vestuário
1133,Móveis
1134,Vestuário
1135,Jogos
1136,Vestuário
1137,Jogos
1138,Jogos
1139,Alimentos
1140,Alimentos
1141,Móveis
1142,Jogos
1143,Esportes
1144,Móveis
1145,Eletrônicos
1146,Alimentos
1147,Vestuário
1148,Alimentos
1149,Móveis
1150,Móveis
1151,Vestuário
1152,Móveis
1153,Jogos
1154,Jogos
1155,Móveis
1156,Eletrônicos
1157,Jogos
1158,Vestuário
1159,Esportes
1160,Vestuário
1161,Esportes
1162,Eletrônicos
1163,Vestuário
1164,Jogos
1165,Eletrônicos
1166,Alimentos
1167,Jogos
1168,Alimentos
1169,Móveis
1170,Esportes
1171,Móveis
1172,Eletrônicos
1173,Jogos
1174,Jogos
1175,Eletrônicos
1176,Esportes
1177,Eletrônicos
1178,Esportes
1179,Móveis
1180,Eletrônicos
1181,Alimentos
1182,Jogos
1183,Vestuário
1184,Jogos
1185,Esportes
1186,Alimentos
1187,Esportes
1188,Esportes
1189,Alimentos
1190,Eletrônicos
1191,Alimentos
1192,Móveis
1193,Alimentos
1194,Eletrônicos
1195,Esportes
1196,Vestuário
1197,Eletrônicos
1198,Jogos
1199,Esportes
1200,Vestuário
1201,Jogos
1202,Jogos
1203,Eletrônicos
1204,Móveis
1205,Móveis
1206,Móveis
1207,Jogos
1208,Alimentos
1209,Jogos
1210,Móveis
1211,Jogos
1212,Vestuário
1213,Vestuário
1214,Alimentos
1215,Jogos
1216,Vestuário
1217,Alimentos
1218,Eletrônicos
1219,Alimentos
1220,Jogos
1221,Vestuário
1222,Alimentos
1223,Esportes
1224,Móveis
1225,Eletrônicos
1226,Alimentos
1227,Alimentos
1228,Esportes
1229,Vestuário
1230,Alimentos
1231,Alimentos
1232,Jogos
1233,Móveis
1234,Eletrônicos
1235,Esportes
1236,Alimentos
1237,Vestuário
1238,Eletrônicos
1239,Vestuário
1240,Jogos
1241,Jogos
1242,Eletrônicos
1243,Esportes
1244,Eletrônicos
1245,Alimentos
1246,Móveis
1247,Eletrônicos
1248,Jogos
1249,Móveis
1250,Vestuário
1251,Esportes
1252,Jogos
1253,Alimentos
1254,Esportes
1255,Esportes
1256,Alimentos
1257,Móveis
1258,Vestuário
1259,Alimentos
1260,Vestuário
1261,Eletrônicos
1262,Esportes
1263,Alimentos
1264,Vestuário
1265,Esportes
1266,Esportes
1267,Alimentos
1268,Alimentos
1269,Eletrônicos
1270,Esportes
1271,Alimentos
1272,Eletrônicos
1273,Esportes
1274,Móveis
1275,Vestuário
1276,Vestuário
1277,Esportes
1278,Eletrônicos
1279,Alimentos
1280,Jogos
1281,Jogos
1282,Alimentos
1283,Jogos
1284,Vestuário
1285,Eletrônicos
1286,Jogos
1287,Alimentos
1288,Móveis
1289,Esportes
1290,Esportes
1291,Alimentos
1292,Móveis
1293,Móveis
1294,Eletrônicos
1295,Eletrônicos
1296,Vestuário
1297,Jogos
1298,Esportes
1299,Jogos
1300,Eletrônicos
1301,Esportes
1302,Alimentos
1303,Vestuário
1304,Jogos
1305,Esportes
1306,Vestuário
1307,Jogos
1308,Móveis
1309,Jogos
1310,Vestuário
1311,Jogos
1312,Alimentos
1313,Jogos
1314,Alimentos
1315,Alimentos
1316,Esportes
1317,Móveis
1318,Jogos
1319,Eletrônicos
1320,Jogos
1321,Eletrônicos
1322,Eletrônicos
1323,Vestuário
1324,Alimentos
1325,Jogos
1326,Eletrônicos
1327,Alimentos
1328,Alimentos
1329,Eletrônicos
1330,Esportes
1331,Alimentos
1332,Alimentos
1333,Esportes
1334,Vestuário
1335,Móveis
1336,Esportes
1337,Móveis
1338,Vestuário
1339,Vestuário
1340,Móveis
1341,Esportes
1342,Vestuário
1343,Eletrônicos
1344,Vestuário
1345,Vestuário
1346,Alimentos
1347,Eletrônicos
1348,Jogos
1349,Jogos
1350,Esportes
1351,Vestuário
1352,Jogos
1353,Esportes
1354,Alimentos
1355,Jogos
1356,Alimentos
1357,Vestuário
1358,Vestuário
1359,Alimentos
1360,Vestuário
1361,Alimentos
1362,Eletrônicos
1363,Eletrônicos
1364,Vestuário
1365,Eletrônicos
1366,Esportes
1367,Eletrônicos
1368,Jogos
1369,Alimentos
1370,Vestuário
1371,Vestuário
1372,Alimentos
1373,Vestuário
1374,Móveis
1375,Jogos
1376,Móveis
1377,Móveis
1378,Eletrônicos
1379,Alimentos
1380,Alimentos
1381,Alimentos
1382,Móveis
1383,Móveis
1384,Alimentos
1385,Esportes
1386,Jogos
1387,Vestuário
1388,Jogos
1389,Esportes
1390,Alimentos
1391,Eletrônicos
1392,Alimentos
1393,Vestuário
1394,Móveis
1395,Eletrônicos
1396,Esportes
1397,Jogos
1398,Móveis
1399,Eletrônicos
1400,Alimentos
1401,Móveis
1402,Vestuário
1403,Jogos
1404,Vestuário
1405,Vestuário
1406,Esportes
1407,Vestuário
1408,Vestuário
1409,Alimentos
1410,Móveis
1411,Jogos
1412,Eletrônicos
1413,Eletrônicos
1414,Vestuário
1415,Móveis
1416,Vestuário
1417,Alimentos
1418,Vestuário
1419,Jogos
1420,Alimentos
1421,Eletrônicos
1422,Vestuário
1423,Móveis
1424,Eletrônicos
1425,Alimentos
1426,Alimentos
1427,Esportes
1428,Vestuário
1429,Eletrônicos
1430,Móveis
1431,Alimentos
1432,Alimentos
1433,Alimentos
1434,Jogos
1435,Esportes
1436,Alimentos
1437,Móveis
1438,Vestuário
1439,Alimentos
1440,Jogos
1441,Esportes
1442,Móveis
1443,Alimentos
1444,Alimentos
1445,Eletrônicos
1446,Esportes
1447,Vestuário
1448,Móveis
1449,Móveis
1450,Jogos
1451,Alimentos
1452,Vestuário
1453,Alimentos
1454,Esportes
1455,Esportes
1456,Vestuário
1457,Jogos
1458,Esportes
1459,Eletrônicos
1460,Móveis
1461,Móveis
1462,Alimentos
1463,Vestuário
1464,Jogos
1465,Esportes
1466,Eletrônicos
1467,Esportes
1468,Jogos
1469,Jogos
1470,Alimentos
1471,Eletrônicos
1472,Alimentos
1473,Alimentos
1474,Eletrônicos
1475,Esportes
1476,Esportes
1477,Esportes
1478,Vestuário
1479,Alimentos
1480,Eletrônicos
1481,Móveis
1482,Móveis
1483,Vestuário
1484,Móveis
1485,Vestuário
1486,Alimentos
1487,Eletrônicos
1488,Esportes
1489,Móveis
1490,Eletrônicos
1491,Móveis
1492,Alimentos
1493,Esportes
1494,Vestuário
1495,Vestuário
1496,Jogos
1497,Alimentos
1498,Jogos
1499,Vestuário
1500,Jogos
1501,Vestuário
1502,Móveis
1503,Alimentos
1504,Móveis
1505,Vestuário
1506,Móveis
1507,Eletrônicos
1508,Eletrônicos
1509,Vestuário
1510,Esportes
1511,Esportes
1512,Alimentos
1513,Alimentos
1514,Móveis
1515,Jogos
1516,Móveis
1517,Alimentos
1518,Vestuário
1519,Esportes
1520,Alimentos
1521,Eletrônicos
1522,Esportes
1523,Móveis
1524,Jogos
1525,Esportes
1526,Alimentos
1527,Alimentos
1528,Vestuário
1529,Eletrônicos
1530,Eletrônicos
1531,Esportes
1532,Alimentos
1533,Eletrônicos
1534,Esportes
1535,Esportes
1536,Alimentos
1537,Alimentos
1538,Alimentos
1539,Vestuário
1540,Jogos
1541,Alimentos
1542,Vestuário
1543,Vestuário
1544,Jogos
1545,Eletrônicos
1546,Eletrônicos
1547,Eletrônicos
1548,Eletrônicos
1549,Vestuário
1550,Jogos
1551,Móveis
1552,Móveis
1553,Eletrônicos
1554,Móveis
1555,Jogos
1556,Eletrônicos
1557,Alimentos
1558,Alimentos
1559,Esportes
1560,Esportes
1561,Móveis
1562,Esportes
1563,Jogos
1564,Alimentos
1565,Esportes
1566,Eletrônicos
1567,Jogos
1568,Esportes
1569,Móveis
1570,Alimentos
1571,Esportes
1572,Alimentos
1573,Jogos
1574,Alimentos
1575,Jogos
1576,Móveis
1577,Jogos
1578,Eletrônicos
1579,Jogos
1580,Eletrônicos
1581,Alimentos
1582,Vestuário
1583,Alimentos
1584,Eletrônicos
1585,Móveis
1586,Alimentos
1587,Vestuário
1588,Jogos
1589,Móveis
1590,Vestuário
1591,Alimentos
1592,Alimentos
1593,Esportes
1594,Vestuário
1595,Esportes
1596,Alimentos
1597,Alimentos
1598,Móveis
1599,Jogos
1600,Esportes
1601,Eletrônicos
1602,Jogos
1603,Móveis
1604,Eletrônicos
1605,Alimentos
1606,Esportes
1607,Vestuário
1608,Alimentos
1609,Esportes
1610,Alimentos
1611,Esportes
1612,Eletrônicos
1613,Alimentos
1614,Eletrônicos
1615,Alimentos
1616,Alimentos
1617,Móveis
1618,Alimentos
1619,Eletrônicos
1620,Jogos
1621,Alimentos
1622,Alimentos
1623,Esportes
1624,Alimentos
1625,Móveis
1626,Jogos
1627,Jogos
1628,Vestuário
1629,Alimentos
1630,Vestuário
1631,Jogos
1632,Móveis
1633,Vestuário
1634,Jogos
1635,Alimentos
1636,Esportes
1637,Móveis
1638,Jogos
1639,Jogos
1640,Vestuário
1641,Esportes
1642,Eletrônicos
1643,Alimentos
1644,Esportes
1645,Eletrônicos
1646,Jogos
1647,Móveis
1648,Móveis
1649,Esportes
1650,Alimentos
1651,Jogos
1652,Eletrônicos
1653,Alimentos
1654,Vestuário
1655,Eletrônicos
1656,Alimentos
1657,Móveis
1658,Alimentos
1659,Alimentos
1660,Jogos
1661,Vestuário
1662,Eletrônicos
1663,Eletrônicos
1664,Esportes
1665,Vestuário
1666,Móveis
1667,Alimentos
1668,Vestuário
1669,Móveis
1670,Eletrônicos
1671,Vestuário
1672,Vestuário
1673,Móveis
1674,Esportes
1675,Jogos
1676,Alimentos
1677,Eletrônicos
1678,Jogos
1679,Esportes
1680,Esportes
1681,Móveis
1682,Vestuário
1683,Móveis
1684,Esportes
1685,Eletrônicos
1686,Móveis
1687,Vestuário
1688,Eletrônicos
1689,Móveis
1690,Alimentos
1691,Alimentos
1692,Esportes
1693,Vestuário
1694,Esportes
1695,Eletrônicos
1696,Vestuário
1697,Eletrônicos
1698,Móveis
